CaseID,StructID,GM_ID,gm_file,gm_dt_sec,gm_unit,gm_scale,k_global_scale,qy_global_scale,mass_scale,damping_ratio,alpha_post,story_height_m,n_story,k1_scale,k2_scale,k3_scale,k4_scale,k5_scale,qy1_scale,qy2_scale,qy3_scale,qy4_scale,qy5_scale,K1_N_per_m,K2_N_per_m,K3_N_per_m,K4_N_per_m,K5_N_per_m,Qy1_N,Qy2_N,Qy3_N,Qy4_N,Qy5_N,floor_mass_kg,model_type,run_status,success,message,top_disp_max_m,max_story_drift,base_shear_max_N,analysis_time_sec
Case0072,Struct0036,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0489,1.0361,1.07,0.0489,0.0213,3.382,5,1.0178,0.8935,1.0985,1.1201,0.8529,0.9349,0.895,0.9187,1.0619,0.9156,192162675.6,154636704.8,172832497.5,158607840.2,107352817.2,3874599.56,3431045.15,3236341.24,3410727.23,2656228.85,267500,5-story shear model,pending,,,,,,
Case0073,Struct0037,EI,ground_motion/ei3.txt,0.02,g,1,0.8188,1.0728,0.8107,0.0597,0.0129,3.021,5,1.0262,0.9121,1.1066,0.9884,0.9916,0.861,1.0654,1.1087,0.9687,0.8539,151245460.8,123226534.2,135912612,109255759.2,97430649.6,3694723.2,4228956.14,4044005.42,3221586.22,2564978.98,202675,5-story shear model,pending,,,,,,
Case0074,Struct0037,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8188,1.0728,0.8107,0.0597,0.0129,3.021,5,1.0262,0.9121,1.1066,0.9884,0.9916,0.861,1.0654,1.1087,0.9687,0.8539,151245460.8,123226534.2,135912612,109255759.2,97430649.6,3694723.2,4228956.14,4044005.42,3221586.22,2564978.98,202675,5-story shear model,pending,,,,,,
Case0075,Struct0038,EI,ground_motion/ei3.txt,0.02,g,1,1.0177,0.8099,0.8993,0.0688,0.015,3.459,5,1.0281,1.1119,1.1019,1.0734,0.8612,0.9608,0.9944,1.106,1.0361,0.8527,188333526.6,186710804,168210544.5,147473889.3,105173188.8,3112607.68,2979848.87,3045547.96,2601325.91,1933684.84,224825,5-story shear model,pending,,,,,,
Case0076,Struct0038,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0177,0.8099,0.8993,0.0688,0.015,3.459,5,1.0281,1.1119,1.1019,1.0734,0.8612,0.9608,0.9944,1.106,1.0361,0.8527,188333526.6,186710804,168210544.5,147473889.3,105173188.8,3112607.68,2979848.87,3045547.96,2601325.91,1933684.84,224825,5-story shear model,pending,,,,,,
Case0077,Struct0039,EI,ground_motion/ei3.txt,0.02,g,1,0.9256,1.0852,1.0328,0.0311,0.0213,3.415,5,1.1371,0.9911,0.8856,0.912,0.9557,0.9558,0.9515,1.015,0.8581,1.0277,189449956.8,151364756.4,122956704,113959872,106151510.4,4148936.64,3820500.86,3745025.2,2886751.37,3122728.11,258200,5-story shear model,pending,,,,,,
Case0078,Struct0039,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9256,1.0852,1.0328,0.0311,0.0213,3.415,5,1.1371,0.9911,0.8856,0.912,0.9557,0.9558,0.9515,1.015,0.8581,1.0277,189449956.8,151364756.4,122956704,113959872,106151510.4,4148936.64,3820500.86,3745025.2,2886751.37,3122728.11,258200,5-story shear model,pending,,,,,,
Case0079,Struct0040,EI,ground_motion/ei3.txt,0.02,g,1,1.0904,1.0551,1.1851,0.0588,0.0431,3.355,5,0.9407,1.0027,1.0246,1.0409,0.8623,0.9996,0.9795,0.8889,1.0873,0.9549,184633070.4,180401773.2,167583576,153224643.6,112830230.4,4218711.84,3823840.66,3188786.53,3556351.71,2821041.97,296275,5-story shear model,pending,,,,,,
Case0080,Struct0040,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0904,1.0551,1.1851,0.0588,0.0431,3.355,5,0.9407,1.0027,1.0246,1.0409,0.8623,0.9996,0.9795,0.8889,1.0873,0.9549,184633070.4,180401773.2,167583576,153224643.6,112830230.4,4218711.84,3823840.66,3188786.53,3556351.71,2821041.97,296275,5-story shear model,pending,,,,,,
Case0081,Struct0041,EI,ground_motion/ei3.txt,0.02,g,1,0.7922,1.2123,1.0395,0.0478,0.0408,3.596,5,0.9453,0.8602,0.9937,0.8804,0.8989,0.9459,0.9401,1.1241,1.0851,0.9185,134795998.8,112439322.6,118081371,94156138.8,85453029.6,4586858.28,4216827.95,4633337.86,4077946.86,3117793.14,259875,5-story shear model,pending,,,,,,
Case0082,Struct0041,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7922,1.2123,1.0395,0.0478,0.0408,3.596,5,0.9453,0.8602,0.9937,0.8804,0.8989,0.9459,0.9401,1.1241,1.0851,0.9185,134795998.8,112439322.6,118081371,94156138.8,85453029.6,4586858.28,4216827.95,4633337.86,4077946.86,3117793.14,259875,5-story shear model,pending,,,,,,
Case0083,Struct0042,EI,ground_motion/ei3.txt,0.02,g,1,1.0356,0.9807,0.8214,0.0246,0.0176,3.179,5,1.118,1.0125,0.993,0.8664,0.9924,1.1278,0.9796,1.0832,1.0161,1.1313,208404144,173009925,154252620,121127918.4,123327532.8,4424133.84,3554566.76,3611800.42,3089116.74,3106504.55,205350,5-story shear model,pending,,,,,,
Case0084,Struct0042,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0356,0.9807,0.8214,0.0246,0.0176,3.179,5,1.118,1.0125,0.993,0.8664,0.9924,1.1278,0.9796,1.0832,1.0161,1.1313,208404144,173009925,154252620,121127918.4,123327532.8,4424133.84,3554566.76,3611800.42,3089116.74,3106504.55,205350,5-story shear model,pending,,,,,,
Case0085,Struct0043,EI,ground_motion/ei3.txt,0.02,g,1,1.0864,0.9835,0.8218,0.0477,0.0348,3.511,5,0.888,1.0731,1.026,1.0741,1.0681,1.0342,0.8761,1.0389,0.8571,1.0709,173650176,192359613.6,167196960,157531802.4,139246060.8,4068542.8,3188084.09,3473977.71,2613169.33,2949044.42,205450,5-story shear model,pending,,,,,,
Case0086,Struct0043,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0864,0.9835,0.8218,0.0477,0.0348,3.511,5,0.888,1.0731,1.026,1.0741,1.0681,1.0342,0.8761,1.0389,0.8571,1.0709,173650176,192359613.6,167196960,157531802.4,139246060.8,4068542.8,3188084.09,3473977.71,2613169.33,2949044.42,205450,5-story shear model,pending,,,,,,
Case0087,Struct0044,EI,ground_motion/ei3.txt,0.02,g,1,0.9397,0.9607,0.8868,0.0707,0.0349,3.557,5,1.0894,1.0967,1.1068,0.97,0.9582,0.869,1.145,1.0171,1.0836,0.8913,184267652.4,170043883.4,156008994,123053715,108050464.8,3339393.2,4070005.55,3322235.1,3227145.01,2397561.35,221700,5-story shear model,pending,,,,,,
Case0088,Struct0044,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9397,0.9607,0.8868,0.0707,0.0349,3.557,5,1.0894,1.0967,1.1068,0.97,0.9582,0.869,1.145,1.0171,1.0836,0.8913,184267652.4,170043883.4,156008994,123053715,108050464.8,3339393.2,4070005.55,3322235.1,3227145.01,2397561.35,221700,5-story shear model,pending,,,,,,
Case0089,Struct0045,EI,ground_motion/ei3.txt,0.02,g,1,0.97,1.0914,1.0495,0.0798,0.0102,3.56,5,0.9274,1.0235,1.0196,0.9481,0.9592,0.8586,0.9563,1.0343,1.0574,0.9388,161924040,163811175,148351800,124153695,111650880,3748304.16,3861711.53,3838039.07,3577543.72,2868897.7,262375,5-story shear model,pending,,,,,,
Case0090,Struct0045,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.97,1.0914,1.0495,0.0798,0.0102,3.56,5,0.9274,1.0235,1.0196,0.9481,0.9592,0.8586,0.9563,1.0343,1.0574,0.9388,161924040,163811175,148351800,124153695,111650880,3748304.16,3861711.53,3838039.07,3577543.72,2868897.7,262375,5-story shear model,pending,,,,,,
Case0091,Struct0046,EI,ground_motion/ei3.txt,0.02,g,1,0.9668,1.0366,0.8904,0.0285,0.0402,3.371,5,0.8537,0.9033,1.0041,1.046,0.9675,1.1371,1.0115,0.9374,0.9522,0.9334,148564288.8,144096222.6,145614582,136521828,112245480,4714871.44,3879527.33,3303810.06,3059856.61,2709174.83,222600,5-story shear model,pending,,,,,,
Case0092,Struct0046,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9668,1.0366,0.8904,0.0285,0.0402,3.371,5,0.8537,0.9033,1.0041,1.046,0.9675,1.1371,1.0115,0.9374,0.9522,0.9334,148564288.8,144096222.6,145614582,136521828,112245480,4714871.44,3879527.33,3303810.06,3059856.61,2709174.83,222600,5-story shear model,pending,,,,,,
Case0093,Struct0047,EI,ground_motion/ei3.txt,0.02,g,1,0.9023,0.9015,1.1199,0.0281,0.0436,3.359,5,1.0616,1.1124,0.891,0.9457,1.0568,0.9769,1.0379,0.9974,1.133,1.0665,172418702.4,165613555.8,120592395,115196189.9,114426076.8,3522701.4,3461967.35,3057130.74,3166338.45,2692059.3,279975,5-story shear model,pending,,,,,,
Case0094,Struct0047,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9023,0.9015,1.1199,0.0281,0.0436,3.359,5,1.0616,1.1124,0.891,0.9457,1.0568,0.9769,1.0379,0.9974,1.133,1.0665,172418702.4,165613555.8,120592395,115196189.9,114426076.8,3522701.4,3461967.35,3057130.74,3166338.45,2692059.3,279975,5-story shear model,pending,,,,,,
Case0095,Struct0048,EI,ground_motion/ei3.txt,0.02,g,1,1.2017,0.8483,0.9435,0.0399,0.0354,3.505,5,1.1129,1.0975,0.8802,1.0363,1.0478,0.9295,1.025,0.9059,1.0623,0.8968,240726947.4,217612848.8,158660451,168118430.9,151096951.2,3153979.4,3217177.75,2612814.9,2793562.18,2130115.23,235875,5-story shear model,pending,,,,,,
Case0096,Struct0048,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2017,0.8483,0.9435,0.0399,0.0354,3.505,5,1.1129,1.0975,0.8802,1.0363,1.0478,0.9295,1.025,0.9059,1.0623,0.8968,240726947.4,217612848.8,158660451,168118430.9,151096951.2,3153979.4,3217177.75,2612814.9,2793562.18,2130115.23,235875,5-story shear model,pending,,,,,,
Case0097,Struct0049,EI,ground_motion/ei3.txt,0.02,g,1,1.1493,0.8579,0.8297,0.0269,0.0494,3.423,5,1.0875,0.9836,1.0981,1.0523,0.9023,0.9444,1.1482,0.9856,0.98,1.0081,224975475,186524494.2,189306949.5,163270132.7,124441606.8,3240803.04,3644650.89,2874857.22,2606300.2,2421577.17,207425,5-story shear model,pending,,,,,,
Case0098,Struct0049,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1493,0.8579,0.8297,0.0269,0.0494,3.423,5,1.0875,0.9836,1.0981,1.0523,0.9023,0.9444,1.1482,0.9856,0.98,1.0081,224975475,186524494.2,189306949.5,163270132.7,124441606.8,3240803.04,3644650.89,2874857.22,2606300.2,2421577.17,207425,5-story shear model,pending,,,,,,
Case0099,Struct0050,EI,ground_motion/ei3.txt,0.02,g,1,1.1097,0.814,0.8054,0.0264,0.0302,3.155,5,0.8521,1.0433,1.1253,1.1422,1.0665,0.8745,0.8615,1.0702,1.1252,1.116,170203566.6,191028751.7,187311811.5,171112410.9,142019406,2847372,2594665.7,2961885.52,2839329.68,2543587.2,201350,5-story shear model,pending,,,,,,
Case0100,Struct0050,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1097,0.814,0.8054,0.0264,0.0302,3.155,5,0.8521,1.0433,1.1253,1.1422,1.0665,0.8745,0.8615,1.0702,1.1252,1.116,170203566.6,191028751.7,187311811.5,171112410.9,142019406,2847372,2594665.7,2961885.52,2839329.68,2543587.2,201350,5-story shear model,pending,,,,,,
Case0101,Struct0051,EI,ground_motion/ei3.txt,0.02,g,1,1.107,1.2362,0.9089,0.0602,0.0363,3.312,5,0.8536,1.0784,1.0495,1.0728,0.8568,0.8874,1.1315,1.03,1.1032,0.8545,170088336,196975152,174269475,160324596,113817312,4388015.52,5175413.11,4329172.4,4227705.1,2957732.12,227225,5-story shear model,pending,,,,,,
Case0102,Struct0051,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.107,1.2362,0.9089,0.0602,0.0363,3.312,5,0.8536,1.0784,1.0495,1.0728,0.8568,0.8874,1.1315,1.03,1.1032,0.8545,170088336,196975152,174269475,160324596,113817312,4388015.52,5175413.11,4329172.4,4227705.1,2957732.12,227225,5-story shear model,pending,,,,,,
Case0103,Struct0052,EI,ground_motion/ei3.txt,0.02,g,1,0.9007,0.8669,0.9412,0.0642,0.0276,3.15,5,1.1044,0.9639,0.9123,0.9913,0.8648,0.9786,1.1058,0.9959,1.0536,0.9198,179051954.4,143250480.5,123256291.5,120536627.9,93471043.2,3393393.36,3546886.67,2935375.41,2831434.1,2232648.94,235300,5-story shear model,pending,,,,,,
Case0104,Struct0052,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9007,0.8669,0.9412,0.0642,0.0276,3.15,5,1.1044,0.9639,0.9123,0.9913,0.8648,0.9786,1.1058,0.9959,1.0536,0.9198,179051954.4,143250480.5,123256291.5,120536627.9,93471043.2,3393393.36,3546886.67,2935375.41,2831434.1,2232648.94,235300,5-story shear model,pending,,,,,,
Case0105,Struct0053,EI,ground_motion/ei3.txt,0.02,g,1,0.9031,1.0118,1.0788,0.0791,0.0365,3.236,5,0.9008,1.0142,1.0857,0.8712,1.1173,0.9759,0.997,0.9834,1.0276,0.901,146432246.4,151127463.3,147074350.5,106215397.2,121084035.6,3949662.48,3732429.02,3383014.01,3223149.61,2552569.04,269700,5-story shear model,pending,,,,,,
Case0106,Struct0053,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9031,1.0118,1.0788,0.0791,0.0365,3.236,5,0.9008,1.0142,1.0857,0.8712,1.1173,0.9759,0.997,0.9834,1.0276,0.901,146432246.4,151127463.3,147074350.5,106215397.2,121084035.6,3949662.48,3732429.02,3383014.01,3223149.61,2552569.04,269700,5-story shear model,pending,,,,,,
Case0107,Struct0054,EI,ground_motion/ei3.txt,0.02,g,1,1.0008,1.241,0.9011,0.0284,0.0118,3.288,5,1.0212,1.1341,1.0167,1.0736,1.0098,1.1267,0.897,0.9709,0.9076,1.1433,183963052.8,187276201.2,152627004,145051948.8,121272940.8,5592938.8,4118754.9,4096615.46,3491627.96,3972738.84,225275,5-story shear model,pending,,,,,,
Case0108,Struct0054,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0008,1.241,0.9011,0.0284,0.0118,3.288,5,1.0212,1.1341,1.0167,1.0736,1.0098,1.1267,0.897,0.9709,0.9076,1.1433,183963052.8,187276201.2,152627004,145051948.8,121272940.8,5592938.8,4118754.9,4096615.46,3491627.96,3972738.84,225275,5-story shear model,pending,,,,,,
Case0109,Struct0055,EI,ground_motion/ei3.txt,0.02,g,1,0.7647,0.9493,0.9634,0.0631,0.0291,3.156,5,0.9721,1.1178,0.9067,0.8844,1.084,1.062,1.1342,0.8741,1.0956,1.1295,133805676.6,141038973.9,104003023.5,91300591.8,99472176,4032626.4,3983775.42,2821262.64,3224164.55,3002256.18,240850,5-story shear model,pending,,,,,,
Case0110,Struct0055,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7647,0.9493,0.9634,0.0631,0.0291,3.156,5,0.9721,1.1178,0.9067,0.8844,1.084,1.062,1.1342,0.8741,1.0956,1.1295,133805676.6,141038973.9,104003023.5,91300591.8,99472176,4032626.4,3983775.42,2821262.64,3224164.55,3002256.18,240850,5-story shear model,pending,,,,,,
Case0111,Struct0056,EI,ground_motion/ei3.txt,0.02,g,1,1.031,0.8543,0.8987,0.0637,0.0371,3.516,5,1.0286,1.0766,1.0416,1.0704,1.102,1.0227,1.1163,1.109,1.1457,0.894,190887588,183145809,161083440,148983624,136339440,3494770.44,3528523.83,3221223.58,3034191.68,2138483.76,224675,5-story shear model,pending,,,,,,
Case0112,Struct0056,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.031,0.8543,0.8987,0.0637,0.0371,3.516,5,1.0286,1.0766,1.0416,1.0704,1.102,1.0227,1.1163,1.109,1.1457,0.894,190887588,183145809,161083440,148983624,136339440,3494770.44,3528523.83,3221223.58,3034191.68,2138483.76,224675,5-story shear model,pending,,,,,,
Case0113,Struct0057,EI,ground_motion/ei3.txt,0.02,g,1,0.8453,0.9936,0.9192,0.0534,0.0221,3.301,5,1.1048,0.967,0.9031,1.0494,0.9883,0.8881,0.961,0.8575,0.9542,0.864,168099739.2,134871841.5,114508564.5,119752805.7,100249198.8,3529664.64,3532943.52,2896840.8,2939088.67,2403717.12,229800,5-story shear model,pending,,,,,,
Case0114,Struct0057,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8453,0.9936,0.9192,0.0534,0.0221,3.301,5,1.1048,0.967,0.9031,1.0494,0.9883,0.8881,0.961,0.8575,0.9542,0.864,168099739.2,134871841.5,114508564.5,119752805.7,100249198.8,3529664.64,3532943.52,2896840.8,2939088.67,2403717.12,229800,5-story shear model,pending,,,,,,
Case0115,Struct0058,EI,ground_motion/ei3.txt,0.02,g,1,1.0289,1.0866,0.8305,0.022,0.0421,3.183,5,0.8658,1.0753,1.0112,0.9317,1.1105,0.8661,0.875,0.9252,0.9694,1.0905,160347891.6,182552068.1,156063552,129414527.6,137111214,3764417.04,3517867.5,3418095.89,3265385.12,3317824.44,207625,5-story shear model,pending,,,,,,
Case0116,Struct0058,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0289,1.0866,0.8305,0.022,0.0421,3.183,5,0.8658,1.0753,1.0112,0.9317,1.1105,0.8661,0.875,0.9252,0.9694,1.0905,160347891.6,182552068.1,156063552,129414527.6,137111214,3764417.04,3517867.5,3418095.89,3265385.12,3317824.44,207625,5-story shear model,pending,,,,,,
Case0117,Struct0059,EI,ground_motion/ei3.txt,0.02,g,1,1.2079,0.7769,1.0969,0.062,0.042,3.431,5,0.8526,0.9515,1.0277,1.0159,1.1126,0.9499,0.9186,1.0828,1.0694,1.0632,185373997.2,189637280.3,186203824.5,165659257.4,161269144.8,2951909.24,2640543.26,2860172.89,2575532.27,2312800.22,274225,5-story shear model,pending,,,,,,
Case0118,Struct0059,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2079,0.7769,1.0969,0.062,0.042,3.431,5,0.8526,0.9515,1.0277,1.0159,1.1126,0.9499,0.9186,1.0828,1.0694,1.0632,185373997.2,189637280.3,186203824.5,165659257.4,161269144.8,2951909.24,2640543.26,2860172.89,2575532.27,2312800.22,274225,5-story shear model,pending,,,,,,
Case0119,Struct0060,EI,ground_motion/ei3.txt,0.02,g,1,1.1436,1.0908,0.8135,0.0502,0.0271,3.351,5,1.0169,1.0824,0.8518,0.9384,0.9776,0.9625,0.8587,1.1006,1.0631,0.975,209326831.2,204242385.6,146117772,144875822.4,134158003.2,4199580,3465678.85,4081817.23,3594851.39,2977884,203375,5-story shear model,pending,,,,,,
Case0120,Struct0060,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1436,1.0908,0.8135,0.0502,0.0271,3.351,5,1.0169,1.0824,0.8518,0.9384,0.9776,0.9625,0.8587,1.1006,1.0631,0.975,209326831.2,204242385.6,146117772,144875822.4,134158003.2,4199580,3465678.85,4081817.23,3594851.39,2977884,203375,5-story shear model,pending,,,,,,
Case0121,Struct0061,EI,ground_motion/ei3.txt,0.02,g,1,1.2147,1.0341,0.8453,0.0757,0.0147,3.333,5,0.9347,1.1198,0.8819,0.9333,1.0535,0.9129,0.9028,0.8685,1.0901,1.1314,204368416.2,224436474.9,160686589.5,153046733.9,153562374,3776119.56,3454266.28,3053593.89,3494544.47,3275946.07,211325,5-story shear model,pending,,,,,,
Case0122,Struct0061,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2147,1.0341,0.8453,0.0757,0.0147,3.333,5,0.9347,1.1198,0.8819,0.9333,1.0535,0.9129,0.9028,0.8685,1.0901,1.1314,204368416.2,224436474.9,160686589.5,153046733.9,153562374,3776119.56,3454266.28,3053593.89,3494544.47,3275946.07,211325,5-story shear model,pending,,,,,,
Case0123,Struct0062,EI,ground_motion/ei3.txt,0.02,g,1,0.7527,1.1123,0.9475,0.0436,0.0168,3.508,5,0.9756,1.1463,1.1216,0.8651,1.123,1.0801,1.0357,1.0525,1.1289,1.1314,132180141.6,142365301.7,126634248,87906703.95,101433852,4805580.92,4262433.71,3980365.55,3892593.96,3523677.42,236875,5-story shear model,pending,,,,,,
Case0124,Struct0062,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7527,1.1123,0.9475,0.0436,0.0168,3.508,5,0.9756,1.1463,1.1216,0.8651,1.123,1.0801,1.0357,1.0525,1.1289,1.1314,132180141.6,142365301.7,126634248,87906703.95,101433852,4805580.92,4262433.71,3980365.55,3892593.96,3523677.42,236875,5-story shear model,pending,,,,,,
Case0125,Struct0063,EI,ground_motion/ei3.txt,0.02,g,1,0.936,1.1012,0.8644,0.0535,0.0251,3.02,5,0.9517,0.8834,1.0815,0.8755,0.8883,1.1433,0.8844,1.1335,0.8941,1.1051,160342416,136432296,151842600,110628180,99773856,5036007.84,3603434.74,4243914.68,3052207.05,3407421.14,216100,5-story shear model,pending,,,,,,
Case0126,Struct0063,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.936,1.1012,0.8644,0.0535,0.0251,3.02,5,0.9517,0.8834,1.0815,0.8755,0.8883,1.1433,0.8844,1.1335,0.8941,1.1051,160342416,136432296,151842600,110628180,99773856,5036007.84,3603434.74,4243914.68,3052207.05,3407421.14,216100,5-story shear model,pending,,,,,,
Case0127,Struct0064,EI,ground_motion/ei3.txt,0.02,g,1,0.8692,1.1872,1.1817,0.0594,0.0436,3.018,5,0.874,1.0698,0.9798,0.9015,0.9555,0.9201,0.9433,1.0327,1.085,0.8653,136742544,153428576.4,127746324,105783813,99662472,4369370.88,4143577.31,4168472.9,3993147.2,2876395.65,295425,5-story shear model,pending,,,,,,
Case0128,Struct0064,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8692,1.1872,1.1817,0.0594,0.0436,3.018,5,0.874,1.0698,0.9798,0.9015,0.9555,0.9201,0.9433,1.0327,1.085,0.8653,136742544,153428576.4,127746324,105783813,99662472,4369370.88,4143577.31,4168472.9,3993147.2,2876395.65,295425,5-story shear model,pending,,,,,,
Case0129,Struct0065,EI,ground_motion/ei3.txt,0.02,g,1,1.1046,0.76,1.1524,0.0795,0.0297,3.121,5,1.0909,0.9844,0.9254,0.9964,0.9099,0.8633,1.1285,0.9532,1.015,0.8739,216901465.2,179415759.6,153329526,148584164.4,120609064.8,2624432,3173342,2463068.8,2391340,1859659.2,288100,5-story shear model,pending,,,,,,
Case0130,Struct0065,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1046,0.76,1.1524,0.0795,0.0297,3.121,5,1.0909,0.9844,0.9254,0.9964,0.9099,0.8633,1.1285,0.9532,1.015,0.8739,216901465.2,179415759.6,153329526,148584164.4,120609064.8,2624432,3173342,2463068.8,2391340,1859659.2,288100,5-story shear model,pending,,,,,,
Case0131,Struct0066,EI,ground_motion/ei3.txt,0.02,g,1,0.9676,1.2339,0.926,0.0759,0.0335,3.177,5,0.9883,1.07,0.8777,1.1148,1.1284,0.8772,1.0355,1.0017,0.9229,1.0262,172130234.4,170829780,127389378,145621864.8,131020780.8,4329508.32,4727502.77,4202391.94,3530175.56,3545438.9,231500,5-story shear model,pending,,,,,,
Case0132,Struct0066,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9676,1.2339,0.926,0.0759,0.0335,3.177,5,0.9883,1.07,0.8777,1.1148,1.1284,0.8772,1.0355,1.0017,0.9229,1.0262,172130234.4,170829780,127389378,145621864.8,131020780.8,4329508.32,4727502.77,4202391.94,3530175.56,3545438.9,231500,5-story shear model,pending,,,,,,
Case0133,Struct0067,EI,ground_motion/ei3.txt,0.02,g,1,0.8127,0.8358,1.0602,0.0599,0.0341,3.415,5,0.9273,0.9029,0.9642,1.0037,1.118,0.9095,0.851,0.9525,1.0311,1.0002,135651007.8,121074827,117540801,110120443.7,109031832,3040640.4,2631683.46,2706738.3,2671559.48,2340708.05,265050,5-story shear model,pending,,,,,,
Case0134,Struct0067,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8127,0.8358,1.0602,0.0599,0.0341,3.415,5,0.9273,0.9029,0.9642,1.0037,1.118,0.9095,0.851,0.9525,1.0311,1.0002,135651007.8,121074827,117540801,110120443.7,109031832,3040640.4,2631683.46,2706738.3,2671559.48,2340708.05,265050,5-story shear model,pending,,,,,,
Case0135,Struct0068,EI,ground_motion/ei3.txt,0.02,g,1,1.0385,1.1392,0.9542,0.059,0.0326,3.049,5,0.9616,1.0124,1.0499,0.9545,0.8763,1.1481,0.8805,1.108,0.944,0.97,179751888,173477271,163548172.5,133818513.8,109204506,5231662.08,3711342.72,4291594.24,3333754.88,3094067.2,238550,5-story shear model,pending,,,,,,
Case0136,Struct0068,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0385,1.1392,0.9542,0.059,0.0326,3.049,5,0.9616,1.0124,1.0499,0.9545,0.8763,1.1481,0.8805,1.108,0.944,0.97,179751888,173477271,163548172.5,133818513.8,109204506,5231662.08,3711342.72,4291594.24,3333754.88,3094067.2,238550,5-story shear model,pending,,,,,,
Case0137,Struct0069,EI,ground_motion/ei3.txt,0.02,g,1,0.9761,1.1574,1.053,0.0664,0.0364,3.301,5,1.1486,1.1446,1.1029,1.0439,0.9768,1.0764,0.8972,1.1245,0.9389,0.9454,201806722.8,184345269.9,161481103.5,137558356.7,114414537.6,4983301.44,3842151.34,4425087.42,3368716.87,3063776.69,263250,5-story shear model,pending,,,,,,
Case0138,Struct0069,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9761,1.1574,1.053,0.0664,0.0364,3.301,5,1.1486,1.1446,1.1029,1.0439,0.9768,1.0764,0.8972,1.1245,0.9389,0.9454,201806722.8,184345269.9,161481103.5,137558356.7,114414537.6,4983301.44,3842151.34,4425087.42,3368716.87,3063776.69,263250,5-story shear model,pending,,,,,,
